question,choices,answer_key,cot_response,predicted
"When a snake prefers warm, sunny weather, where would it likely want to live?","['pet shops', 'new mexico', 'white house', 'arctic', 'garden of eden']",B,"A: The answer must be a place that is warm and sunny. Of the above choices, new mexico is a place with warm, sunny weather. So the answer is (b).",B
"When she went to examine the thing, what was she considering doing with it?","['eat cake', 'buy', 'interests', 'complex', 'learn about']",B,"A: The answer should be something someone might do with an item. Of the above choices, buy is the most natural thing to do with an item. So the answer is (b).",B
Where would you find a metal rod in most people's preferred method of transportation?,"['airplane', 'construction site', 'shops', 'engine', 'broken bone']",D,"A: The answer must be a place where a metal rod is a transportation method. Of the above choices, only engine is a place where a metal rod is used in transportation. So the answer is (d).",D
Where do you buy a glass of wine?,"['art show', 'basement', 'bar', 'church', 'basement']",C,"A: The answer must be a place that you can buy a glass of wine. Of the above choices, only a bar is a place that you can buy a glass of wine. So the answer is (c).",C
"If a human wants to enjoy another human's company, where might they go?","['place of work', 'office', ""friend's house"", 'workplace', 'deep thought']",C,"A: The answer must be a place where people go to enjoy company. Of the above choices, friend's house is the most natural place to enjoy another human's company. So the answer is (c).",C
"It was breakfast time.  Brad ordered eggs, toast, and something to drink. What might he drink?","['coffee', 'throw up', 'food', 'getting drunk', 'wine']",A,"A: The answer must be a drink that people might have for breakfast. Of the above choices, only coffee is a drink that people might have for breakfast. So the answer is (a).",A
You might head to the locker room after getting a green drink here.,"['health club', 'jocks', 'fitness centre', 'stadium', 'gymnasium']",A,"A: The answer must be a place where people go to work out and use locker room. Of the above choices, all of the choices are place where people work out. So the answer is (a).",A
Humans do what when they are motivated and need money?,"['live forever', 'get sick', 'work hard', 'fall in love', 'feel comfortable']",C,"A: The answer must be something people do when they need money. Of the above choices, work hard is the most natural answer. So the answer is (c).",C
What should a student do if they want to learn how to build a bridge?,"['dance', 'talk', 'study engineering', 'play piano', 'answer question']",C,"A: The answer should be something that can be used to learn how to build a bridge. Of the above choices, only study engineering is a study of bridge and other engineering. So the answer is (c).",C
Where do people read newspapers while riding to work?,"['subway', 'front door', 'lawn', 'bookstore', 'library']",A,"A: The answer must be a place where people might be riding to work. Of the above choices, only subway is a place where people might be riding to work. So the answer is (a).",A
"A student puked in the cafeteria, the janitor retrieved his bucket of sawdust from the what?","['utility closet', 'well', 'garden shed', 'pantry', 'cupboard']",A,"A: The answer must be a place where a janitor might put a bucket of sawdust. Of the above choices, utility closet is the most place for a janitor to put a bucket of sawdust. So the answer is (a).",A
What can happen after doing housework that does not involve pain?,"['become tired', 'stress', 'put on shoes', 'backache', 'low pay']",A,"A: The answer should be a natural feeling after doing housework. Of the above choices, feeling tired is a natural feeling after doing housework. So the answer is (a).",A
What would make a wet marmoset happy?,"['rain', 'france', 'shopping mall', 'warm climate', 'great outdoors']",D,"A: The answer must be something that a marmoset would be happy with. Of the above choices, a warm climate is the most natural habitat for a marmoset. So the answer is (d).",D
Math competitions are for those who enjoy the subject or find it what?,"['difficult for students', 'fun', 'class', 'class', 'interesting']",E,"A: The answer should be a feeling someone might have for a subject that makes it fun to do competitions. Of the above choices, interesting is the closest feeling. So the answer is (e).",E
What do people who are celebrating in a bar do sometimes?,"['drink too much', 'eat cake', 'getting drunk', 'eat cake', 'having sex']",A,"A: The answer should be something people do in a bar to have a celebrating. Of the above choices, the most natural answer is drink too much. So the answer is (a).",A
Sam didn't expect to see something like that underground.  He used his hand to shade his eyes from what?,"['direct sunlight', 'brightness', 'moon', 'full sunlight', 'bright light']",E,"A: The answer must be something that is bright and can be in an underground place. Of the above choices, bright light is the most sense. So the answer is (e).",E
Who is not likely to have sex?,"['children', 'orgasm', 'pregnancy', 'human', 'herpes']",A,"A: The answer must be something that is not likely to have sex. Of the above choices, children are not likely to have sex. So the answer is (a).",A
"What would children do if they need to get somewhere, but they are tired from running?","['watch television', 'ride bike', 'smell smoke', 'walk', 'play tag']",D,"A: The answer must be a something a tired children would do to get somewhere. Of the above choices, only walk is a something a tired children would do. So the answer is (d).",D
"When a person from a polluted city decides to go to the country and is breathing fresh air, what sensation are they seeking?","['reviving', 'silence', 'exhilaration', 'clear head', 'flatulence']",A,"A: The answer should be the sensation someone is seeking from fresh air. Of the above choices, reviving and clear head are the closest to the sensation of breathing fresh air. So the answer is (a).",A
"The student realized that he left his writing instrument at his last place of study, where is it?","['classroom', 'desk drawer', 'bathroom', 'pocket', 'stationery store']",A,"A: The answer must be a place where a student might study. Of the above choices, classroom is the most place where a student might study. So the answer is (a).",A
What do employees have when they want to have a group discussion?,"['talk', 'company', 'corporation', 'meeting', 'office']",D,"A: The answer must be a place where employees can have a group discussion. Of the above choices, only meeting is a place for group discussion. So the answer is (d).",D
What room of the house is the scale kept in to weigh yourself?,"['bathroom', ""doctor's office"", 'assay office', 'post office', 'study']",A,"A: The answer must be a room where people weigh yourself. Of the above choices, the bathroom is the most place to weigh yourself. So the answer is (a).",A
What can an apple tree make?,"['flowers', 'ohio', 'inuit', 'fields', 'canada']",A,"A: The answer must be something that an apple tree can make. Of the above choices, only flowers are something an apple tree can make. So the answer is (a).",A
"I brought the mail in, where should I put it?","[""neighbor's house"", 'post office', 'fridge', 'table', 'bathroom']",D,"A: The answer should be a place where mail is put. Of the above choices, table is the most natural place to put mail. So the answer is (d).",D
Where can a grain of sand cause a person a lot of pain and possible damage sight?,"['eye', 'clam', 'bathing suit', 'shoes', 'beach']",A,"A: The answer must be a place where a grain of sand can cause pain and damage sight. Of the above choices, only the eye is a place where a grain of sand can cause pain and damage sight. So the answer is (a).",A
Where is tomato sauce delicious?,"['market', 'refrigerator', 'grown in vegetable garden', 'pizza', 'cake']",D,"A: The answer must be a place where tomato sauce is a delicious item. Of the above choices, pizza is the most delicious place to have tomato sauce. So the answer is (d).",D
When someone is having fun how can you physically see it on their face?,"['being happy', 'pleasure', 'smiling', 'injuries', 'inner joy']",C,"A: The answer must be a physically see on someone's face. Of the above choices, only smiling is a physically see on someone's face. So the answer is (c).",C
What meal would you find on your serving dish in the evening?,"['brunch', 'dinner', 'fast food restaurant', 'appear appetizing', 'plate']",B,"A: The answer must be a meal that is most people would have in the evening. Of the above choices, dinner is the meal most people have in the evening. So the answer is (b).",B
what can a dog sometimes be taught to do?,"['shake hands', 'accident', 'guard house', 'drink water', 'stray']",A,"A: The answer must be something a dog can be taught. Of the above choices, shake hands, guard house are something a dog can be taught. So the answer is (a).",A
"The person burped loudly with satisfaction, he had been what?","['own house', 'rude', 'well fed', 'fairness', 'candies']",C,"A: The answer should be something that makes someone burped with satisfaction. Of the above choices, well fed makes the most sense. So the answer is (c).",C
what might someone feel after hurting someone else?,"['empowering', 'luck', 'regret', 'punishment', 'despair']",C,"A: The answer should be a feeling someone might have after hurting someone else. Of the above choices, regret is the most natural feeling. So the answer is (c).",C
What might a teacher do most during a week?,"['demonstrate', 'eat lunch', 'time test', 'work in school', 'school children']",D,"A: The answer must be something a teacher is most doing during the week. Of the above choices, the most a teacher is doing is work in school. So the answer is (d).",D
Where might I find pens with a company logo?,"['office', 'on a pencil', 'write sentences on paper', 'school', 'backpack']",A,"A: The answer must be a place where pens with company logo are used. Of the above choices, office is the most place where pens with company logo are used. So the answer is (a).",A
Finding information in an old library requires what in a card catalog?,"['chewing', 'searching for', 'ask questions', 'logic', 'time']",B,"A: The answer must be something you do to use a card catalog. Of the above choices, searching for is the most natural answer. So the answer is (b).",B
Gary bought stock in a fortune 500 company before going off to the tournament.   He also bought a new what?,"['fishing rod', 'machine gun', 'hatred', 'artillery', 'double in value']",A,"A: The answer should be something Gary might have bought before a tournament. Of the above choices, a fishing rod is the most sense. So the answer is (a).",A
Fencing is a sport in which participants use a what?,"['sword', 'competition', 'fence post', 'protection', 'dexterity']",A,"A: The answer must be the item used in the sport of Fencing. Of the above choices, only sword is used in Fencing. So the answer is (a).",A
What does one watch garbage reality shows on?,"['trashcan', 'floor', 'toronto', 'television', 'microwave']",D,"A: The answer must be a place where you watch television. Of the above choices, only television is used for that. So the answer is (d).",D
Where might you find a computer user that is visiting a foreign city and didn't bring their own computer along?,"['school', 'hell', 'internet cafe', 'office building', 'despair']",C,"A: The answer must be a place where people can use a computer. Of the above choices, internet cafe is the only place where people can use a computer. So the answer is (c).",C
Where can you keep a fire extinguisher in the house if it's really big?,"['school bus', 'car', 'garage', 'stairwell', 'hospital']",C,"A: The answer must be a place in a house that is big and can house a fire extinguisher. Of the above choices, the garage is the most big place in a house. So the answer is (c).",C
Why would you be unable to use a basketball?,"['full of air', 'punctured', 'popular in america', 'round', 'not tall']",B,"A: The answer must be a something that would makes a basketball unable to be used. Of the above choices, punctured is the only answer that would. So the answer is (b).",B
Where would an automobile drive in order to get somewhere quicker?,"['side of road', 'parking garage', 'street', 'garage', 'fast lane']",E,"A: The answer must be a place where a automobile can drive to get somewhere quicker. Of the above choices, the fast lane is the place where a automobile can drive to get somewhere quicker. So the answer is (e).",E
"The college student much preferred reading during her free time, her roommates on the other hand preferred what?","['watching tv', 'listening', 'sleeping', 'illiterate', 'illiteracy']",A,"A: The answer should be something that people do for entertainment during free time. Of the above choices, watching tv is the most natural answer. So the answer is (a).",A
Where do you find wild cats?,"['trouble', ""dog's mouth"", 'nature', 'floor', 'warm place']",C,"A: The answer must be a place where wild cats are. Of the above choices, only nature is a place where wild cats are. So the answer is (c).",C
What does a child have to do in order to officially become a student?,"['read a book', 'drop out of school', 'wash dishes', 'enter school', 'study book']",D,"A: The answer must be the something that officially makes a child a student. Of the above choices, only enter school makes a child a student. So the answer is (d).",D
What is killing usually thought of as?,"['funeral', 'horrible', 'remorse', 'premeditated', 'going to jail']",B,"A: The answer should be the most thought of feeling of killing. Of the above choices, horrible is the most thought of feeling. So the answer is (b).",B
What might someone get from learning about science?,"['headache', 'see things differently', 'increased knowledge', 'accidents', 'appreciation of nature']",C,"A: The answer should be a something that is a natural and a wanted out of learning about science. Of the above choices, increased knowledge and appreciation of nature are the most natural and wanted. So the answer is (c).",C
The introduction of industry greatly expanded human what?,"['big city', 'factory', 'machinery', 'poverty', 'civilization']",E,"A: The answer should be something that industry expanded. Of the above choices, civilization is the most expanded with the introduction of industry. So the answer is (e).",E
"The cat saw animal control approaching her, what did she decide to do?","['sleep all day', 'cast shadow', 'run away', 'bark like a dog', 'see at night']",C,"A: The answer must be something a cat might do to run away from animal control. Of the above choices, run away is the most natural cat's answer. So the answer is (c).",C
Where would you bring some towels other than to a shower?,"['swimming pool', 'hotel', 'beach', 'motel', 'stored on towel rack']",A,"A: The answer must be a place where towels are used. Of the above choices, swimming pool, beach, and motel are all place where towels are used. So the answer is (a).",A
Where might an army captain be found?,"['airplane cabin', 'basketball team', 'military', 'battleship', 'fleet']",C,"A: The answer must be a place where an army captain might work. Of the above choices, military, battleship, and fleet are all military areas. So the answer is (c).",C
What happens to people in horror movies who die?,"['killed in war', 'murdered', 'not important', 'sentenced to jail', 'cremated']",B,"A: The answer must be what happens to people in horror movies who die. Of the above choices, killed in war, murdered, and sentenced to jail are all not the most important answer. So the answer is (b).",B
Eating breakfast of garlic might lead to some what?,"['tasty', 'bad breath', 'dirty dishes', 'better day', 'gain energy']",B,"A: The answer must be a something that garlic is a natural for. Of the above choices, bad breath is a natural for garlic. So the answer is (b).",B
The mountain was one of many that surrounded the what below?,"['plains', 'create climbing challenge', 'molehill', 'field', 'dale']",E,"A: The answer must be a place that is surrounded, and is below the mountain. Of the above choices, dale is the most natural place to be surrounded and below a mountain. So the answer is (e).",E
"The class was billed as a way to improve yourself, the instructor told everybody to close their eyes and what?","['meditate', 'celebrate', ""plot the teacher's destruction"", 'eat better', 'feel better about yourself']",A,"A: The answer should be something that is a way to improve yourself. Of the above choices, meditate is the most natural way to improve yourself. So the answer is (a).",A
In what location would a blowfish be most happy?,"['palm tree', 'books', 'fish market', 'coral reef', 'aquarium']",D,"A: The answer must be a place where a blowfish would be happy. Of the above choices, only coral reef is a natural habitat for a blowfish. So the answer is (d).",D
What can a country do when it has jealousy but a person cannot do?,"['hug', 'wage war', 'compete', 'judge', 'love else']",B,"A: The answer must be something a country can do but a person cannot. Of the above choices, wage war is something only a country can do. So the answer is (b).",B
What would attending school help with?,"['dropping out', 'getting paid', 'catch cold', 'graduate', 'employability']",E,"A: The answer should be something that school is used for. Of the above choices, the closest answer is employability. So the answer is (e).",E
"The children thought it was a good movie, they began to play they were in the movie and what they were the characters?","['cry', 'go to movie', 'pretend', 'stand in line', 'wait in line']",C,"A: The answer must be something children do to pretend they are in a movie. Of the above choices, pretend is the most natural answer. So the answer is (c).",C
When people get together for a potluck what do they do?,"['share food', 'cook food', 'believe in god', 'demand justice', 'talk to each other']",A,"A: The answer must be the most natural and most used for a potluck. Of the above choices, share food is the most natural for a potluck. So the answer is (a).",A
"The investor had promised profit, but he had been what?","['losing money', 'lost', 'losses', 'expense', 'lose money']",A,"A: The answer must be a something that is the investor's doing that is the other of profit. Of the above choices, losing money is the most sense. So the answer is (a).",A
What kind of class uses a triangle?,"['mathematics', 'geometry', 'math class', 'math book', 'university']",B,"A: The answer must be a class that uses a triangle. Of the above choices, geometry is the class that uses a triangle. So the answer is (b).",B
How does a person go to space?,"['building', 'space shuttle', 'car', 'fairy tale', 'street corner']",B,A: The answer must be a space shuttle. So the answer is (b).,B
The product was not meant to be sold.  What was it for?,"['shelf', 'cost one dollar', 'breaking', 'demonstration', 'store']",D,"A: The answer must be something that a product is used for before it is sold. Of the above choices, demonstration makes the most sense. So the answer is (d).",D
Where would you expect to find a hospital?,"['every state', 'military base', 'doctor', 'detroit', 'most cities']",E,"A: The answer must be a place where you would expect to find a hospital. Of the above choices, most cities have a hospital. So the answer is (e).",E
When not in your home country you are?,"['foreign', 'in space', 'tent', 'work', 'outside']",A,"A: The answer must be a place outside of your home country. Of the above choices, foreign is the only answer that makes sense. So the answer is (a).",A
Where can the children leave their bicycles?,"['street', 'netherlands', 'behind', 'university', 'schoolyard']",E,"A: The answer must be a place where children can leave their bicycles. Of the above choices, only schoolyard is a place where children leave their bicycles. So the answer is (e).",E
What is a computer unable to do?,"['process information', 'cast shadow', 'crash', 'make decisions', 'become sensible']",E,"A: The answer must be something a computer can' become. Of the above choices, only become sensible is something a computer can' become. So the answer is (e).",E
"I wanted to stand up, what would I use to do this?","['feet', 'balance', 'effort', 'hands', 'courage']",A,"A: The answer must be something you use to stand up. Of the above choices, feet are the most used to stand up. So the answer is (a).",A
Where would you put a teaspoon if you are not using it?,"['in mouth', 'eating', 'kitchen drawer', 'cup of coffee', 'coffee cup']",C,"A: The answer must be a place where you would put a teaspoon. Of the above choices, kitchen drawer is the most natural place to put a teaspoon. So the answer is (c).",C
"She caught the first snowflake of her life on her tongue, she was naively excited to be spending a what in a region that actually had snow?","['cloud', 'december', 'air', 'africa', 'winter']",E,"A: The answer must be a winter. Of the above choices, only winter is a winter. So the answer is (e).",E
Where is a good place for a window in a house?,"['restroom', 'building', 'wall', 'classroom', 'space shuttle']",C,"A: The answer must be a place where a window can be put. Of the above choices, only wall is a place where a window can be put. So the answer is (c).",C
"The bus stop implemented a size restriction for luggage, where was the bus stop going?","['boarding bus', 'city', 'fast', 'urban area', 'airport']",E,"A: The answer must be a place where luggage size is a restriction. Of the above choices, only airport makes sense. So the answer is (e).",E
What causes someone to laugh from something surprising?,"['fight', 'accidents', 'bad news', 'funny', 'frightened']",D,"A: The answer must be something that causes a surprising and funny feeling. Of the above choices, funny is the most natural answer. So the answer is (d).",D
"He retired from his command after twenty years, he was proud that he chose to what but was ready to retire?","['obey', 'comply', 'serve', 'follow', 'ask']",C,"A: The answer should be something a command requires. Of the above choices, serve is the closest to what a command requires. So the answer is (c).",C
Where is an empty dish usually stored?,"['resturant', 'pantry', 'table', 'kitchen cabinet', 'glass']",D,"A: The answer must be a place where empty dish is stored. Of the above choices, kitchen cabinet is the most place to put empty dish. So the answer is (d).",D
What might two people have before returning to work?,"['anxiety', 'earn money', 'conversation', 'depression', 'fight']",C,"A: The answer should be something that people might do before returning to work. Of the above choices, conversation is the most natural. So the answer is (c).",C
What is a fun way for children to be learning about science?,"['time', 'frustration', 'become educated', 'experiment', 'excitement']",D,"A: The answer should be something that is fun and about science. Of the above choices, experiment is the most fun and science. So the answer is (d).",D
"Sarah was watching a film, but she missed the middle.   She closed her eyes in the beginning and when she opened them the credits were rolling.  What did she do?","['entertainment', 'die', 'crying', 'falling asleep', 'masturbate']",D,"A: The answer must be something that makes someone go to the middle of a film and be asleep when it's the credits. Of the above choices, falling asleep is the most sense. So the answer is (d).",D
What is likely to have an enclosed shelf?,"['cabinet', 'a mortuary', 'bookstore', 'school building', 'bedroom']",A,"A: The answer must be something that likely requires a shelf for enclosed items. Of the above choices, a cabinet is the most likely to have an enclosed shelf. So the answer is (a).",A
What are dark clouds likely to do?,"['cloud vision', 'weather', 'awe inspiring', 'bring rain', 'rain water']",D,"A: The answer must be something dark clouds are likely to do. Of the above choices, bring rain is the most likely. So the answer is (d).",D
"Even if was clean and chlorinated, shallow water wouldn't make for much summer fun in your backyard what?","['lake', 'childrens pools', 'pond', 'swimming pool', 'puddle']",D,"A: The answer must be something that is used for swimming in a backyard. Of the above choices, only swimming pools are used for swimming in a backyard. So the answer is (d).",D
Where is the closest sofa located that isn't in your own residence?,"[""neighbor's house"", ""person's living room"", 'livingroom', 'white house', 'home']",A,"A: The answer must be a place with a sofa that isn't your own home. Of the above choices, neighbor's house is the most natural answer. So the answer is (a).",A
The video game featured an anger bar that you charged up to more easily do what?,"['illustrate point', 'destroy enemy', 'cool off', 'write letter', 'get drunk']",B,"A: The answer must be something that you do in a video game with anger. Of the above choices, destroy enemy is the most natural. So the answer is (b).",B
What method does someone use to get the best price when buying products?,"['bankruptcy', 'loss of money', 'comparison shopping', 'overstocking', 'play games']",C,"A: The answer must be a method used to get the best price. Of the above choices, comparison shopping is the method used to get the best price. So the answer is (c).",C
Evening comes after what?,"['sunset', 'daytime', 'dawn', 'night', 'early morning']",B,"A: The answer must be the natural before the night. Of the above choices, daytime is the natural before night. So the answer is (b).",B
If you stretch out your socks they will then have what kind of fit?,"['cramped', 'loose', 'contract', 'park', 'compressing']",B,"A: The answer must be what a loose fit is. Of the above choices, loose is the answer. So the answer is (b).",B
When meeting a friend what are you likely to do over coffee?,"['talk', 'excitement', 'joy', 'abuse', 'panic']",A,"A: The answer should be something you do over coffee with a friend. Of the above choices, talk is the most likely. So the answer is (a).",A
"The child couldn't lift the box of lead, it was what?","['toxic', 'light', 'isolated from sulphide pbs', 'very heavy', 'very dense']",D,"A: The answer must be something that makes it heavy. Of the above choices, very heavy is the most natural answer. So the answer is (d).",D
What would you be doing if you are bringing suit against someone?,"['swimming', 'going to court', 'ruling', 'randomness', 'laughter']",B,"A: The answer must be something you do if you are bringing a suit against someone. Of the above choices, going to court is the most sense. So the answer is (b).",B
What do you take fish off of when fishing?,"['end of line', 'ocean', 'pet shop', 'boat', 'pond']",A,"A: The answer must be something you use to fish. Of the above choices, the end of the line is what you take the fish off of. So the answer is (a).",A
Why does a lizard lay on a rock in the sun?,"['west texas', 'arid regions', 'to get a sexy tan', 'warm place', 'new mexico']",D,"A: The answer must be a natural, lizard's natural, and a lizard's natural. Of the above choices, only warm place is a natural and lizard's natural. So the answer is (d).",D
Where would you find a playroom with very young children just starting their education?,"['preschool', 'playground', 'big house', 'building', ""grandma's house""]",A,"A: The answer must be a place where very young children are just starting their education. Of the above choices, preschool is the most place for that. So the answer is (a).",A
Where can you find someone's number written on paper?,"['math book', 'mathematics', 'office', 'lottery', 'phonebook']",E,"A: The answer must be a place where phone number are written on paper. Of the above choices, only phonebook is used to have phone number written on paper. So the answer is (e).",E
Where could you learn about someone's paper?,"['cabinet', 'conference', 'front door', 'garden', 'suitcase']",B,"A: The answer must be a place where people might learn about someone's paper, which is a work of something. Of the above choices, conference is the most place where people might learn about someone's paper. So the answer is (b).",B
Man probably invented sports because of its instinctual need to be what?,"['recreational', 'competitive', 'good looking', 'fun', 'violent']",B,"A: The answer should be a natural instinct that sports might have a lot to do with. Of the above choices, competitive is the closest to a natural instinct. So the answer is (b).",B
If there is a source of light behind a tree what would expect to happen?,"['provide shelter', 'cast shadow', 'branch out', 'block wind', 'fall down']",B,"A: The answer must be something that would happen to the light behind the tree. Of the above choices, only cast shadow is something that would happen to the light. So the answer is (b).",B
The child was scorned for scratching the plate with his what?,"['cup', 'spoon', 'fork', 'saucer', 'bowl']",C,"A: The answer must be something a child might use to do something that is scorned. Of the above choices, a fork is the most used for scratching. So the answer is (c).",C
"It is a teachers job to help students commit to memory new skills, what is the teachers main job in the classroom to help students do?","['make tape', 'memorize', 'never forget', 'concentrate', 'learn']",E,"A: The answer must be something a teachers do to help students learn. Of the above choices, learn is the most natural answer. So the answer is (e).",E
What does playing guitar cause a person to do?,"['singing', 'listening to music', 'arthritis', 'making music', 'write a song']",D,"A: The answer must be something that playing guitar can cause. Of the above choices, making music is the most natural and most cause and the answer is (d).",D
Where could you find only a few place to stay?,"['phone book', 'town', 'mexico', 'a holiday', 'city']",B,"A: The answer must be a place with a few place to stay. Of the above choices, a town is the most place with a few place to stay. So the answer is (b).",B
"If you find a bone wrapped in clothe, where are you?","['tomb', 'museum', 'arm', 'human body', 'hospital']",A,"A: The answer must be a place where you might find a bone wrapped in clothe. Of the above choices, a tomb is the most place where you might find a bone wrapped in clothe. So the answer is (a).",A
"If you lock your knees while standing in line, what may you experience?","['boredom', 'order', 'main', 'fainting', 'agitation']",D,"A: The answer must be something that can be a feeling you experience from standing with your knees lock. Of the above choices, fainting is a feeling you might experience from standing with your knees lock. So the answer is (d).",D
"On a family vacation, where might I visit near the shore to look for crab?","['cooking pot', 'beach sand', 'tidepools', 'chesapeake bay', 'fish market']",C,"A: The answer must be a place near the shore where you might look for crab. Of the above choices, tidepools are a place near the shore where you might look for crab. So the answer is (c).",C
"If I am a spectator at a trade show, what am I likely watching?","['sporting event', 'racing', 'demonstration', 'show', 'watch event']",C,"A: The answer must be something that is a demonstration of a trade. Of the above choices, only demonstration makes the most sense. So the answer is (c).",C
They party animals starting drinking in the evening and weren't done until when?,"['afternoon', 'dusk', 'daytime', 'night', 'dawn']",E,"A: The answer must be a natural daytime when party animals are done drinking. Of the above choices, dawn is the most natural answer. So the answer is (e).",E
"When people look to store their plastic cutlery, what do they use?","['cupboard', 'everything', 'own home', 'clothes closet', 'store']",A,"A: The answer must be a place where people store items. Of the above choices, cupboard is the most used place to store plastic cutlery. So the answer is (a).",A
"There were many features displayed, but most were where for the one particular gallery?","['large city', 'art museum', 'london', 'france', 'new york city']",B,"A: The answer must be a place where art is displayed. Of the above choices, art museum makes the most sense. So the answer is (b).",B
A person who is successful at bringing people to the table probably makes what?,"['delicious food', 'compliments', 'acquire wealth', 'bread', 'self esteem']",A,"A: The answer must be something that makes people go to a table. Of the above choices, delicious food is the most natural answer. So the answer is (a).",A
Where do you get a new shopping bag?,"['garage', 'retail store', 'storage cabinet', 'supermarket', 'car trunk']",B,"A: The answer must be a place where you can get a new shopping bag. Of the above choices, retail store and supermarket are the most place to get a new shopping bag. So the answer is (b).",B
Where do you throw a ball down the lane?,"['city', 'basketball court', 'rural countryside', 'highway', 'bowling alley']",E,"A: The answer must be a place where you throw a ball down a lane. Of the above choices, only bowling alley is the place where you throw a ball down a lane. So the answer is (e).",E
Where would excitement not be allowed?,"['hockey game', 'boxing match', 'library', 'car show', 'dance']",C,"A: The answer must be a place where excitement is not allowed. Of the above choices, a library is the place where excitement is not allowed. So the answer is (c).",C
Female ants don't have wings and can only get around by doing what?,"['crawl', 'follow one another', 'running', 'circle food', 'fly']",A,"A: The answer must be a natural, and only, for a fly to get around. Of the above choices, only crawl is a natural and only for a fly to get around. So the answer is (a).",A
Where would you store a book that you're taking with you on vacation?,"['classroom', 'briefcase', 'suitcase', 'book store', 'synagogue']",C,"A: The answer must be a place where you would put items you are taking on vacation. Of the above choices, suitcase is the most used for vacation items. So the answer is (c).",C
The cowboy was having fun atop the bull even though it was a what?,"['manual', 'wild ride', 'need for rest', 'playing marbles', 'hug']",B,"A: The answer must be something that is a wild and fun ride. Of the above choices, wild ride makes the most sense. So the answer is (b).",B
Disney has an entire ride dedicated to getting what to the world?,"['satisfaction', 'fun', 'wanting more', 'joy', 'new realization']",D,"A: The answer should be something that Disney is all for. Of the above choices, joy is the closest feeling to what Disney is all for. So the answer is (d).",D
Where on the upper body do people want to remove hair?,"['arm', 'mammals', ""person's head"", 'mammoth trunk', 'sink']",A,"A: The answer must be a place on the upper body where people remove hair. Of the above choices, the most natural answer is the arm. So the answer is (a).",A
A person who fears A.I. has a main fear that man will lose the ability to what?,"['go on vacation', 'work', 'cross street', 'control computer', 'separate things']",D,"A: The answer should be something that A.I. might be used to control. Of the above choices, control computer is the most sense. So the answer is (d).",D
"Sally thought that the people she hired were entertaining, but that was what she expected.  After all, it was what they were what?","['making friends', 'fatigue', 'envy', 'getting paid for', 'appreciate more']",D,"A: The answer should be what the people Sally hired were doing for a paid. Of the above choices, getting paid for is the most sense. So the answer is (d).",D
"His long walk home wasn't over, he lived on the tenth storey of a walk up what?","['skyscraper', 'book of stories', 'tall building', 'apartment building', 'mall']",D,"A: The answer must be a place with stories. Of the above choices, only apartment building makes sense. So the answer is (d).",D
Dan thought that he was bad.  But hid Queen disagreed.  She knighted him.  She thought he was what?,"['exceptional', 'upright', 'choice', 'sufficient', 'worthy']",E,"A: The answer must be a feeling of someone who is knighted. Of the above choices, worthy is the closest feeling to someone who is knighted. So the answer is (e).",E
"There was an attendant at the door to keep light from coming in during the show, it was a big premiere night at the what?","['theater', 'building', 'office', ""neighbor's house"", 'funeral']",A,"A: The answer must be a place where people go to a show. Of the above choices, only theater makes sense. So the answer is (a).",A
What do you use a clock for?,"['eat food.', 'tell time', 'wind down', 'stop working', 'working correctly']",B,"A: The answer must be the most natural use of a clock. Of the above choices, only tell time is the most natural use of a clock. So the answer is (b).",B
Sean stared at his door all night.  He was scared that he might see it doing what?,"['wall', 'window', 'opening', 'closet', 'exit']",C,"A: The answer must be something that a door can do. Of the above choices, opening is something a door can do. So the answer is (c).",C
"When there are group projects, how do people normally work on them?","['believe in god', 'work in teams', 'kiss each other', 'receive gifts', 'argue']",B,"A: The answer must be how people work on group projects. Of the above choices, only work in teams is a natural answer. So the answer is (b).",B
Where would you find a welcome mat in a house?,"['floors', 'desert', 'school', 'doorway', 'bathroom']",D,"A: The answer must be a place where a welcome mat would be placed. Of the above choices, doorway is the most natural place for a welcome mat. So the answer is (d).",D
Procreating isn't the only consequence of sex.  What is even more common than kids?,"['twins', 'children born', 'venereal disease', 'used condoms', 'pregnancy']",C,"A: The answer must be a common consequence of sex other than pregnancy. Of the above choices, venereal disease is a common consequence of sex. So the answer is (c).",C
Where might one find a bench of people sitting before they are taken away?,"['car stand', 'bus stop', 'state park', 'bus depot', 'rest area']",B,"A: The answer must be a place where people are sitting before they are taken away. Of the above choices, a bus stop is the most natural place for people to be sitting before they are taken away. So the answer is (b).",B
"He was trying to buy a new mattress, he wanted something soft yet what?","['hexachord', 'loud', 'hard', 'harsh', 'firm']",E,"A: The answer must be a feeling that is the other of soft. Of the above choices, firm is the other of soft. So the answer is (e).",E
Sam didn't care about what company he kept on Christmas.  He just didn't want to be what?,"['you', 'alone', 'solitude', 'he want to marry', 'loneliness']",B,"A: The answer must be something that Sam didn't want to be on Christmas. Of the above choices, alone is the most natural answer. So the answer is (b).",B
If you want to buy you must what?,"['spend money', 'go shopping', 'paying', 'have in mind', 'a shop']",A,"A: The answer must be the most natural and most used answer to the what you must do to buy something. Of the above choices, spend money is the most natural answer. So the answer is (a).",A
